"base_cogs","base_cogs_sku","base_consumer_price","base_distributor_margin","base_distributor_margin_value","base_distributor_sales","base_gross_net","base_gross_net_value","base_gross_sales","base_gross_sales_per_sku","base_net_sales","base_net_sales_per_sku","base_price","base_price_to_retailer","base_retailer_margin","base_retailer_margin_value","base_sales_margin_per_sku","base_sales_margin_percent","base_sales_margin_value","base_size","base_sop","base_value_sales","base_value_share","base_vat","base_volume","base_volume_share","base_wd","cogs_index","company","diff_value_sales","distributor_margin_value_index","distributor_sales_index","gross_net_value_index","gross_sales_index","group_brand","group_manufacturer","group_segments","group_size","group_sub_brand","id","index_volume_share","is_active","net_sales_index","new_cogs","new_cogs_sku","new_consumer_price","new_distributor_margin","new_distributor_margin_value","new_distributor_sales","new_gross_net","new_gross_net_value","new_gross_sales","new_gross_sales_per_sku","new_net_sales","new_net_sales_per_sku","new_price","new_price_to_retailer","new_retailer_margin","new_retailer_margin_value","new_sales_margin_per_sku","new_sales_margin_percent","new_sales_margin_value","new_size","new_sop","new_value_sales","new_value_share","new_vat","new_volume","new_volume_share","new_wd","old_sop","old_volume_share","project_id","retailer_margin_value_index","sales","sales_margin_percent_index","sales_margin_value_index","sku_name","volume_index","newvat","basevat","baseretailermargin","newretailermargin","basedistributormargin","newdistributormargin","basegrosstonet","newgrosstonet","basecogspersku","newcogspersku"
"0","0","159.6638655462","0","0","38.1556877525","0","0","38.1556877525","159.6638655462","38.1556877525","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","38.1556877525","0.36","0.0093605317","45.4052684255","0.0128403511","0.19","0.0860310349","1.7069761212","15.7693","","","0","","1","","1","EL MOUTAMAYEZ","FADIPLAIT","SPREAD PORTIONS","360","EL MOUTAMAYEZ","205","1","true","1","0","0","159.6638655462","0","0","38.1556877525","0","0","38.1556877525","159.6638655462","38.1556877525","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","38.1556877525","0.36","0.0093605317","45.4052684255","0.0128403511","0.19","0.0860310349","1.7069761212","15.7693","0.0093605317","1.7069761212","4","","45.4052684255","1","1","EL MOUTAMAYEZ  24P 360G","1","","","","","","","","","",""
"0","0","63.025210084","0","0","8.5467806665","0","0","8.5467806665","63.025210084","8.5467806665","63.025210084","75","63.025210084","0","0","63.025210084","1","8.5467806665","0.12","0.0141812213","10.1706689931","0.0028762072","0.19","0.0162730704","0.3228804884","11.5124","","","0","","1","","1","EL MOUTAMAYEZ","FADIPLAIT","SPREAD PORTIONS","120","EL MOUTAMAYEZ","206","1","true","1","0","0","63.025210084","0","0","8.5467806665","0","0","8.5467806665","63.025210084","8.5467806665","63.025210084","75","63.025210084","0","0","63.025210084","1","8.5467806665","0.12","0.0141812213","10.1706689931","0.0028762072","0.19","0.0162730704","0.3228804884","11.5124","0.0141812213","0.3228804884","4","","10.1706689931","1","1","EL MOUTAMAYEZ  8P 120G","1","","","","","","","","","",""
"23.2489351936","87.0999444754","109.243697479","0","0","22.0342443427","0.035","0.771198552","22.0342443427","82.5492196879","21.2630457907","79.6599969988","130","82.5492196879","0.2443571429","7.1253568292","-7.4399474766","-0.0933962812","-1.9858894029","0.22","0.0003829442","34.6999253946","0.0098129411","0.19","0.0587229507","1.1651455159","31.5458","1","true","0","","1","1","1","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","220","LA NOUVELLE VACHE","207","1","true","1","23.2489351936","87.0999444754","109.243697479","0","0","22.0342443427","0.035","0.771198552","22.0342443427","82.5492196879","21.2630457907","79.6599969988","130","82.5492196879","0.2443571429","7.1253568292","-7.4399474766","-0.0933962812","-1.9858894029","0.22","0.0003829442","34.6999253946","0.0098129411","0.19","0.0587229507","1.1651455159","31.5458","0.0003829442","1.1651455159","4","1","34.6999253946","1","1","LA NOUVELLE VACHE 16P 220G","1","","","","","","","","","",""
"11.5051727927","130.6181042012","159.6638655462","0","0","11.0272663084","0.035","0.3859543208","11.0272663084","125.1924369748","10.6413119876","120.8107016807","190","125.1924369748","0.2159","3.036330565","-9.8074025205","-0.0811799152","-0.863860805","0.33","0.0004639513","16.7356802794","0.004732755","0.19","0.0290672342","0.5767346015","20.0846","1","true","0","","1","1","1","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","330","LA NOUVELLE VACHE","208","1","true","1","11.5051727927","130.6181042012","159.6638655462","0","0","11.0272663084","0.035","0.3859543208","11.0272663084","125.1924369748","10.6413119876","120.8107016807","190","125.1924369748","0.2159","3.036330565","-9.8074025205","-0.0811799152","-0.863860805","0.33","0.0004639513","16.7356802794","0.004732755","0.19","0.0290672342","0.5767346015","20.0846","0.0004639513","0.5767346015","4","1","16.7356802794","1","1","LA NOUVELLE VACHE 24P 330G","1","","","","","","","","","",""
"3.0964245692","47.3043624277","58.8235294118","0","0","2.9614698675","0.035","0.1036514454","2.9614698675","45.2426470588","2.8578184221","43.6591544118","70","45.2426470588","0.230875","0.8889703958","-3.6452080159","-0.0834924099","-0.2386061471","0.11","0.000428186","4.5820239133","0.0012957702","0.19","0.0072003233","0.14286449","10","1","true","0","","1","1","1","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","110","LA NOUVELLE VACHE","209","1","true","1","3.0964245692","47.3043624277","58.8235294118","0","0","2.9614698675","0.035","0.1036514454","2.9614698675","45.2426470588","2.8578184221","43.6591544118","70","45.2426470588","0.230875","0.8889703958","-3.6452080159","-0.0834924099","-0.2386061471","0.11","0.000428186","4.5820239133","0.0012957702","0.19","0.0072003233","0.14286449","10","0.000428186","0.14286449","4","1","4.5820239133","1","1","LA NOUVELLE VACHE 8P 110G","1","","","","","","","","","",""
"0","0","79.8319327731","0","0","12.963788993","0","0","12.963788993","79.8319327731","12.963788993","79.8319327731","95","79.8319327731","0","0","79.8319327731","1","12.963788993","0.12","0.0114709489","15.4269089017","0.0043626419","0.19","0.0194866218","0.3866418448","26.3316","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","120","LE BERBERE PORTIONS","210","1","true","1","0","0","79.8319327731","0","0","12.963788993","0","0","12.963788993","79.8319327731","12.963788993","79.8319327731","95","79.8319327731","0","0","79.8319327731","1","12.963788993","0.12","0.0114709489","15.4269089017","0.0043626419","0.19","0.0194866218","0.3866418448","26.3316","0.0114709489","0.3866418448","4","","15.4269089017","1","1","LE BERBERE ORG  8P 120G","1","","","","","","","","","",""
"0","0","147.0588235294","0","0","34.2177919195","0","0","34.2177919195","147.0588235294","34.2177919195","147.0588235294","175","147.0588235294","0","0","147.0588235294","1","34.2177919195","0.24","0.0291750088","40.7191723842","0.0115151499","0.19","0.0558434364","1.1080119236","47.25","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","240","LE BERBERE PORTIONS","211","1","true","1","0","0","147.0588235294","0","0","34.2177919195","0","0","34.2177919195","147.0588235294","34.2177919195","147.0588235294","175","147.0588235294","0","0","147.0588235294","1","34.2177919195","0.24","0.0291750088","40.7191723842","0.0115151499","0.19","0.0558434364","1.1080119236","47.25","0.0291750088","1.1080119236","4","","40.7191723842","1","1","LE BERBERE ORG 16P 240G","1","","","","","","","","","",""
"0","0","201.6806722689","0","0","19.8735019502","0","0","19.8735019502","201.6806722689","19.8735019502","201.6806722689","240","201.6806722689","0","0","201.6806722689","1","19.8735019502","0.36","0.0241999641","23.6494673208","0.0066879346","0.19","0.035474201","0.7038577887","39.635","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","360","LE BERBERE PORTIONS","212","1","true","1","0","0","201.6806722689","0","0","19.8735019502","0","0","19.8735019502","201.6806722689","19.8735019502","201.6806722689","240","201.6806722689","0","0","201.6806722689","1","19.8735019502","0.36","0.0241999641","23.6494673208","0.0066879346","0.19","0.035474201","0.7038577887","39.635","0.0241999641","0.7038577887","4","","23.6494673208","1","1","LE BERBERE ORG 24P 360G","1","","","","","","","","","",""
"0","0","92.4369747899","0","0","36.8267935905","0","0","36.8267935905","92.4369747899","36.8267935905","92.4369747899","110","92.4369747899","0","0","92.4369747899","1","36.8267935905","0.15","0.0427046763","43.8238843727","0.0123931447","0.19","0.0597598423","1.1857188974","46.6345","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD BARRES","150","LE BERBERE BARRES","213","1","true","1","0","0","92.4369747899","0","0","36.8267935905","0","0","36.8267935905","92.4369747899","36.8267935905","92.4369747899","110","92.4369747899","0","0","92.4369747899","1","36.8267935905","0.15","0.0427046763","43.8238843727","0.0123931447","0.19","0.0597598423","1.1857188974","46.6345","0.0427046763","1.1857188974","4","","43.8238843727","1","1","LE BERBERE MON FRMG Nat 150G","1","","","","","","","","","",""
"0","0","168.0672268908","0","0","38.220178858","0","0","38.220178858","168.0672268908","38.220178858","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","38.220178858","0.3","0.0344067779","45.482012841","0.012862054","0.19","0.0682230193","1.3536401708","60.3406","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD BARRES","300","LE BERBERE BARRES","214","1","true","1","0","0","168.0672268908","0","0","38.220178858","0","0","38.220178858","168.0672268908","38.220178858","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","38.220178858","0.3","0.0344067779","45.482012841","0.012862054","0.19","0.0682230193","1.3536401708","60.3406","0.0344067779","1.3536401708","4","","45.482012841","1","1","LE BERBERE  300G","1","","","","","","","","","",""
"0","0","315.1260504202","0","0","31.3614749263","0","0","31.3614749263","315.1260504202","31.3614749263","315.1260504202","375","315.1260504202","0","0","315.1260504202","1","31.3614749263","0.6","0.0572340062","37.3201551623","0.0105539272","0.19","0.0597122483","1.1847745645","49.197","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD BARRES","600","LE BERBERE BARRES","215","1","true","1","0","0","315.1260504202","0","0","31.3614749263","0","0","31.3614749263","315.1260504202","31.3614749263","315.1260504202","375","315.1260504202","0","0","315.1260504202","1","31.3614749263","0.6","0.0572340062","37.3201551623","0.0105539272","0.19","0.0597122483","1.1847745645","49.197","0.0572340062","1.1847745645","4","","37.3201551623","1","1","LE BERBERE  600G","1","","","","","","","","","",""
"0","0","705.8823529412","0","0","14.9159087082","0","0","14.9159087082","705.8823529412","14.9159087082","705.8823529412","840","705.8823529412","0","0","705.8823529412","1","14.9159087082","1.8","0.1401526852","17.7499313628","0.0050195794","0.19","0.0380355672","0.7546788789","28.2363","","","0","","1","","1","LE BERBERE","PROMASIDOR","SPREAD BARRES","1800","LE BERBERE BARRES","216","1","true","1","0","0","705.8823529412","0","0","14.9159087082","0","0","14.9159087082","705.8823529412","14.9159087082","705.8823529412","840","705.8823529412","0","0","705.8823529412","1","14.9159087082","1.8","0.1401526852","17.7499313628","0.0050195794","0.19","0.0380355672","0.7546788789","28.2363","0.1401526852","0.7546788789","4","","17.7499313628","1","1","LE BERBERE  1.8KG","1","","","","","","","","","",""
"0","0","151.2605042017","0","0","16.6721061815","0","0","16.6721061815","151.2605042017","16.6721061815","151.2605042017","180","151.2605042017","0","0","151.2605042017","1","16.6721061815","0.24","0.0044256229","19.839806356","0.0056105842","0.19","0.0264530751","0.5248660282","12.5721","","","0","","1","","1","okids","gig","SPREAD PORTIONS","240","OKIDS PORTIONS","217","1","true","1","0","0","151.2605042017","0","0","16.6721061815","0","0","16.6721061815","151.2605042017","16.6721061815","151.2605042017","180","151.2605042017","0","0","151.2605042017","1","16.6721061815","0.24","0.0044256229","19.839806356","0.0056105842","0.19","0.0264530751","0.5248660282","12.5721","0.0044256229","0.5248660282","4","","19.839806356","1","1","OKIDS  16P 240G","1","","","","","","","","","",""
"0","0","252.1008403361","0","0","7.1324954404","0","0","7.1324954404","252.1008403361","7.1324954404","252.1008403361","300","252.1008403361","0","0","252.1008403361","1","7.1324954404","0.6","0.0138976981","8.4876695741","0.0024002646","0.19","0.0169753391","0.3368144833","10.1551","","","0","","1","","1","okids","gig","SPREAD BARRES","600","OKIDS BARRES","218","1","true","1","0","0","252.1008403361","0","0","7.1324954404","0","0","7.1324954404","252.1008403361","7.1324954404","252.1008403361","300","252.1008403361","0","0","252.1008403361","1","7.1324954404","0.6","0.0138976981","8.4876695741","0.0024002646","0.19","0.0169753391","0.3368144833","10.1551","0.0138976981","0.3368144833","4","","8.4876695741","1","1","OKIDS  600G","1","","","","","","","","","",""
"2.451991238","48.8624996198","84.0336134454","0","0","3.2625712609","0.035","0.1141899941","3.2625712609","65.0154798762","3.1483812667","62.7399380805","100","65.0154798762","0.2263157895","0.9543575797","13.8774384607","0.2211898654","0.6963900287","0.11","0.0012491961","5.0181453203","0.0014191029","0.19","0.0055199599","0.1095237279","15.6473","1","true","0","","1","1","1","PICON","GROUPE BEL","SPREAD PORTIONS","110","PICON","219","1","true","1","2.451991238","48.8624996198","84.0336134454","0","0","3.2625712609","0.035","0.1141899941","3.2625712609","65.0154798762","3.1483812667","62.7399380805","100","65.0154798762","0.2263157895","0.9543575797","13.8774384607","0.2211898654","0.6963900287","0.11","0.0012491961","5.0181453203","0.0014191029","0.19","0.0055199599","0.1095237279","15.6473","0.0012491961","0.1095237279","4","1","5.0181453203","1","1","PICON  8P 110G","1","","","","","","","","","",""
"9.6610785717","90.2185163074","130.2521008403","0","0","11.175517847","0.035","0.3911431246","11.175517847","104.3608776844","10.7843747224","100.7082469655","155","104.3608776844","0.1987777778","2.7725698833","10.489730658","0.1041595994","1.1232961506","0.22","0.01403246","16.598224399","0.0046938833","0.19","0.0235587701","0.4674389663","30.2356","1","true","0","","1","1","1","PICON","GROUPE BEL","SPREAD PORTIONS","220","PICON","220","1","true","1","9.6610785717","90.2185163074","130.2521008403","0","0","11.175517847","0.035","0.3911431246","11.175517847","104.3608776844","10.7843747224","100.7082469655","155","104.3608776844","0.1987777778","2.7725698833","10.489730658","0.1041595994","1.1232961506","0.22","0.01403246","16.598224399","0.0046938833","0.19","0.0235587701","0.4674389663","30.2356","0.01403246","0.4674389663","4","1","16.598224399","1","1","PICON 16P 200G","1","","","","","","","","","",""
"7.5795154205","135.540428072","189.0756302521","0","0","8.5732720611","0.035","0.3000645221","8.5732720611","153.311247576","8.2732075389","147.9453539108","225","153.311247576","0.1891538462","1.9999692627","12.4049258388","0.0838480257","0.6936921185","0.33","0.0053120634","12.5821571753","0.0035581623","0.19","0.0184538305","0.3661498212","29.7631","1","true","0","","1","1","1","PICON","GROUPE BEL","SPREAD PORTIONS","330","PICON","221","1","true","1","7.5795154205","135.540428072","189.0756302521","0","0","8.5732720611","0.035","0.3000645221","8.5732720611","153.311247576","8.2732075389","147.9453539108","225","153.311247576","0.1891538462","1.9999692627","12.4049258388","0.0838480257","0.6936921185","0.33","0.0053120634","12.5821571753","0.0035581623","0.19","0.0184538305","0.3661498212","29.7631","0.0053120634","0.3661498212","4","1","12.5821571753","1","1","PICON 24P 330G","1","","","","","","","","","",""
"4.4876401652","176.6630876257","231.0924369748","0","0","4.7711049358","0.035","0.1669886728","4.7711049358","187.8221288515","4.6041162631","181.2483543417","275","187.8221288515","0.1872424242","1.0991632452","4.5852667161","0.025298253","0.1164760979","0.44","0.0008812005","6.9856191354","0.0019754933","0.19","0.0111769906","0.2217671345","10","1","true","0","","1","1","1","PICON","GROUPE BEL","SPREAD PORTIONS","440","PICON","222","1","true","1","4.4876401652","176.6630876257","231.0924369748","0","0","4.7711049358","0.035","0.1669886728","4.7711049358","187.8221288515","4.6041162631","181.2483543417","275","187.8221288515","0.1872424242","1.0991632452","4.5852667161","0.025298253","0.1164760979","0.44","0.0008812005","6.9856191354","0.0019754933","0.19","0.0111769906","0.2217671345","10","0.0008812005","0.2217671345","4","1","6.9856191354","1","1","PICON 32P 440G","1","","","","","","","","","",""
"0","0","159.6638655462","0","0","11.4186361072","0","0","11.4186361072","159.6638655462","11.4186361072","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","11.4186361072","0.32","0.0018431683","13.5881769676","0.003842659","0.19","0.0228853507","0.4540773824","19.5957","","","0","","1","","1","TARTINO","FALAIT","SPREAD PORTIONS","320","TARTINO PORTION","223","1","true","1","0","0","159.6638655462","0","0","11.4186361072","0","0","11.4186361072","159.6638655462","11.4186361072","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","11.4186361072","0.32","0.0018431683","13.5881769676","0.003842659","0.19","0.0228853507","0.4540773824","19.5957","0.0018431683","0.4540773824","4","","13.5881769676","1","1","TARTINO 320G","1","","","","","","","","","",""
"0","0","172.268907563","0","0","7.4359999116","0","0","7.4359999116","172.268907563","7.4359999116","172.268907563","205","172.268907563","0","0","172.268907563","1","7.4359999116","0.32","0.0026607505","8.8488398948","0.0025024015","0.19","0.0138128233","0.2740657424","23.6453","","","0","","1","","1","TARTINO","FALAIT","SPREAD PORTIONS","320","TARTINO PORTION","224","1","true","1","0","0","172.268907563","0","0","7.4359999116","0","0","7.4359999116","172.268907563","7.4359999116","172.268907563","205","172.268907563","0","0","172.268907563","1","7.4359999116","0.32","0.0026607505","8.8488398948","0.0025024015","0.19","0.0138128233","0.2740657424","23.6453","0.0026607505","0.2740657424","4","","8.8488398948","1","1","TARTINO GOUDA 320G","1","","","","","","","","","",""
"0","0","168.0672268908","0","0","6.3439783565","0","0","6.3439783565","168.0672268908","6.3439783565","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","6.3439783565","0.32","0.0042212538","7.5493342443","0.0021349087","0.19","0.0120789348","0.239662969","19.2801","","","0","","1","","1","TARTINO","FALAIT","SPREAD BARRES","320","TARTINO BARRES","225","1","true","1","0","0","168.0672268908","0","0","6.3439783565","0","0","6.3439783565","168.0672268908","6.3439783565","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","6.3439783565","0.32","0.0042212538","7.5493342443","0.0021349087","0.19","0.0120789348","0.239662969","19.2801","0.0042212538","0.239662969","4","","7.5493342443","1","1","TARTINO FRMG Rouge 320G","1","","","","","","","","","",""
"0","0","134.4537815126","0","0","110.7488452054","0","0","110.7488452054","134.4537815126","110.7488452054","134.4537815126","160","134.4537815126","0","0","134.4537815126","1","110.7488452054","0.22","0.012293643","131.7911257944","0.0372697792","0.19","0.181212798","3.5955154939","57.5275","","","0","","1","","1","TARTINO","FALAIT","SPREAD SLICES","220","TARTINO SLICES","226","1","true","1","0","0","134.4537815126","0","0","110.7488452054","0","0","110.7488452054","134.4537815126","110.7488452054","134.4537815126","160","134.4537815126","0","0","134.4537815126","1","110.7488452054","0.22","0.012293643","131.7911257944","0.0372697792","0.19","0.181212798","3.5955154939","57.5275","0.012293643","3.5955154939","4","","131.7911257944","1","1","TARTINO JUNIOR 16P 220G","1","","","","","","","","","",""
"0","0","197.4789915966","0","0","26.3137396352","0","0","26.3137396352","197.4789915966","26.3137396352","197.4789915966","235","197.4789915966","0","0","197.4789915966","1","26.3137396352","0.33","0.0097313992","31.3133501659","0.008855237","0.19","0.0439719385","0.8724647931","38.9588","","","0","","1","","1","TARTINO","FALAIT","SPREAD SLICES","330","TARTINO SLICES","227","1","true","1","0","0","197.4789915966","0","0","26.3137396352","0","0","26.3137396352","197.4789915966","26.3137396352","197.4789915966","235","197.4789915966","0","0","197.4789915966","1","26.3137396352","0.33","0.0097313992","31.3133501659","0.008855237","0.19","0.0439719385","0.8724647931","38.9588","0.0097313992","0.8724647931","4","","31.3133501659","1","1","TARTINO JUNIOR 24P 330G","1","","","","","","","","","",""
"0","0","163.8655462185","0","0","70.6333444698","0","0","70.6333444698","163.8655462185","70.6333444698","163.8655462185","195","163.8655462185","0","0","163.8655462185","1","70.6333444698","0.24","0.0025065649","84.0536799191","0.0237699016","0.19","0.103450683","2.0526063152","44.2036","","","0","","1","","1","TARTINO","FALAIT","SPREAD BARRES","240","TARTINO BARRES","228","1","true","1","0","0","163.8655462185","0","0","70.6333444698","0","0","70.6333444698","163.8655462185","70.6333444698","163.8655462185","195","163.8655462185","0","0","163.8655462185","1","70.6333444698","0.24","0.0025065649","84.0536799191","0.0237699016","0.19","0.103450683","2.0526063152","44.2036","0.0025065649","2.0526063152","4","","84.0536799191","1","1","TARTINO EXC. CHED 16P 240G","1","","","","","","","","","",""
