"ad_diff_vs","base_cogs","base_cogs_sku","base_consumer_price","base_distributor_margin","base_distributor_margin_value","base_distributor_sales","base_gross_net","base_gross_net_value","base_gross_sales","base_gross_sales_per_sku","base_net_sales","base_net_sales_per_sku","base_price","base_price_to_retailer","base_retailer_margin","base_retailer_margin_value","base_sales_margin_per_sku","base_sales_margin_percent","base_sales_margin_value","base_size","base_sop","base_value_sales","base_value_share","base_vat","base_volume","base_volume_share","base_wd","cogs_index","company","diff_value_sales","diff_vs","distributor_margin_value_index","distributor_sales_index","gross_net_value_index","gross_sales_index","group_brand","group_manufacturer","group_segments","group_size","group_sub_brand","id","index_volume_share","is_active","net_sales_index","new_cogs","new_cogs_sku","new_consumer_price","new_distributor_margin","new_distributor_margin_value","new_distributor_sales","new_gross_net","new_gross_net_value","new_gross_sales","new_gross_sales_per_sku","new_net_sales","new_net_sales_per_sku","new_price","new_price_to_retailer","new_retailer_margin","new_retailer_margin_value","new_sales_margin_per_sku","new_sales_margin_percent","new_sales_margin_value","new_size","new_sop","new_value_sales","new_value_share","new_vat","new_volume","new_volume_share","new_wd","old_sop","old_volume_share","project_id","retailer_margin_value_index","sales","sales_margin_percent_index","sales_margin_value_index","sku_name","volume_index","newvat","basevat","baseretailermargin","newretailermargin","basedistributormargin","newdistributormargin","basegrosstonet","newgrosstonet","basecogspersku","newcogspersku"
"0.0000110549","0","0","117.6470588235","0","0","37.137621507","0","0","37.137621507","117.6470588235","37.137621507","117.6470588235","140","117.6470588235","0","0","117.6470588235","1","37.137621507","0.24","0.0225096058","44.1937695933","0.0124977462","0.19","0.0757607479","1.5031992545","21.0138","","","0.0003250112","0.0000110549","","1.0000073542","","1.0000073542","EL MOUTAMAYEZ","FADIPLAIT","SPREAD PORTIONS","240","EL MOUTAMAYEZ","204","1.0000073542","true","1.0000073542","0","0","117.6470588235","0","0","37.1378946256","0","0","37.1378946256","117.6470588235","37.1378946256","117.6470588235","140","117.6470588235","0","0","117.6470588235","1","37.1378946256","0.24","0.0225097713","44.1940946045","0.0124978218","0.19","0.075761305","1.5032103094","21.0138","0.0225096058","1.5031992545","4","","44.1937695942","1","1.0000073542","EL MOUTAMAYEZ 16P 240G","1.0000073542","","","","","","","","","",""
"0.0000125501","0","0","159.6638655462","0","0","38.1556877533","0","0","38.1556877533","159.6638655462","38.1556877533","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","38.1556877533","0.36","0.0093605317","45.4052684265","0.0128403511","0.19","0.0860310349","1.7069761212","15.7693","","","0.0003338309","0.0000125501","","1.0000073522","","1.0000073522","EL MOUTAMAYEZ","FADIPLAIT","SPREAD PORTIONS","360","EL MOUTAMAYEZ","205","1.0000073522","true","1.0000073522","0","0","159.6638655462","0","0","38.1559682835","0","0","38.1559682835","159.6638655462","38.1559682835","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","38.1559682835","0.36","0.0093606005","45.4056022573","0.0128404288","0.19","0.0860316674","1.7069886713","15.7693","0.0093605317","1.7069761212","4","","45.4052684255","1","1.0000073522","EL MOUTAMAYEZ  24P 360G","1.0000073522","","","","","","","","","",""
"0.0000023745","0","0","63.025210084","0","0","8.5467806658","0","0","8.5467806658","63.025210084","8.5467806658","63.025210084","75","63.025210084","0","0","63.025210084","1","8.5467806658","0.12","0.0141812213","10.1706689923","0.0028762072","0.19","0.0162730704","0.3228804884","11.5124","","","0.0000747954","0.0000023745","","1.000007354","","1.000007354","EL MOUTAMAYEZ","FADIPLAIT","SPREAD PORTIONS","120","EL MOUTAMAYEZ","206","1.000007354","true","1.000007354","0","0","63.025210084","0","0","8.5468435191","0","0","8.5468435191","63.025210084","8.5468435191","63.025210084","75","63.025210084","0","0","63.025210084","1","8.5468435191","0.12","0.0141813256","10.1707437877","0.0028762246","0.19","0.0162731901","0.3228828629","11.5124","0.0141812213","0.3228804884","4","","10.1706689931","1","1.000007354","EL MOUTAMAYEZ  8P 120G","1.000007354","","","","","","","","","",""
"0.0000086629","23.2489351939","87.0999444754","109.243697479","0","0","22.0342443417","0.035","0.771198552","22.0342443417","82.5492196832","21.2630457898","79.6599969943","130","82.5492196832","0.2443571429","7.1253568306","-7.4399474811","-0.0933962812","-1.9858894041","0.22","0.0003829442","34.699925395","0.0098129411","0.19","0.0587229507","1.1651455159","31.5458","1.000007435","true","0.0002579955","0.0000086629","","1.000007435","1.000007435","1.000007435","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","220","LA NOUVELLE VACHE","207","1.000007435","true","1.000007435","23.2491080507","87.0999444754","109.243697479","0","0","22.0344081673","0.035","0.7712042859","22.0344081673","82.5492196832","21.2632038814","79.6599969943","130","82.5492196832","0.2443571429","7.1254098079","-7.4399474811","-0.0933962812","-1.9859041693","0.22","0.000382947","34.7001833905","0.0098130013","0.19","0.0587233873","1.1651541788","31.5458","0.0003829442","1.1651455159","4","1.000007435","34.6999253946","1","1.000007435","LA NOUVELLE VACHE 16P 220G","1.000007435","","","","","","","","","",""
"0.0000042287","11.5051727929","130.6181042012","159.6638655462","0","0","11.0272663086","0.035","0.3859543208","11.0272663086","125.1924369748","10.6413119878","120.8107016807","190","125.1924369748","0.2159","3.036330565","-9.8074025205","-0.0811799152","-0.863860805","0.33","0.0004639513","16.7356802796","0.004732755","0.19","0.0290672342","0.5767346015","20.0846","1.0000073322","true","0.0001227092","0.0000042287","","1.0000073322","1.0000073322","1.0000073322","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","330","LA NOUVELLE VACHE","208","1.0000073322","true","1.0000073322","11.505257151","130.6181042012","159.6638655462","0","0","11.0273471627","0.035","0.3859571507","11.0273471627","125.1924369748","10.641390012","120.8107016807","190","125.1924369748","0.2159","3.036352828","-9.8074025205","-0.0811799152","-0.863867139","0.33","0.0004639547","16.7358029889","0.0047327835","0.19","0.0290674473","0.5767388302","20.0846","0.0004639513","0.5767346015","4","1.0000073322","16.7356802794","1","1.0000073322","LA NOUVELLE VACHE 24P 330G","1.0000073322","","","","","","","","","",""
"0.0000010389","3.0964245698","47.3043624277","58.8235294118","0","0","2.961469868","0.035","0.1036514454","2.961469868","45.2426470588","2.8578184226","43.6591544118","70","45.2426470588","0.230875","0.8889703959","-3.6452080159","-0.0834924099","-0.2386061472","0.11","0.000428186","4.5820239141","0.0012957702","0.19","0.0072003233","0.14286449","10","1.0000072721","true","0.0000333209","0.0000010389","","1.0000072721","1.0000072721","1.0000072721","LA NOUVELLE VACHE","GROUPE BEL","SPREAD PORTIONS","110","LA NOUVELLE VACHE","209","1.0000072721","true","1.0000072721","3.0964470873","47.3043624277","58.8235294118","0","0","2.9614914041","0.035","0.1036521991","2.9614914041","45.2426470588","2.857839205","43.6591544118","70","45.2426470588","0.230875","0.8889768606","-3.6452080159","-0.0834924099","-0.2386078823","0.11","0.0004281891","4.582057235","0.001295778","0.19","0.0072003757","0.1428655289","10","0.000428186","0.14286449","4","1.0000072721","4.5820239133","1","1.0000072721","LA NOUVELLE VACHE 8P 110G","1.0000072721","","","","","","","","","",""
"0.0000028424","0","0","79.8319327731","0","0","12.9637889945","0","0","12.9637889945","79.8319327731","12.9637889945","79.8319327731","95","79.8319327731","0","0","79.8319327731","1","12.9637889945","0.12","0.0114709489","15.4269089034","0.0043626419","0.19","0.0194866218","0.3866418448","26.3316","","","0.0001134125","0.0000028424","","1.0000073516","","1.0000073516","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","120","LE BERBERE PORTIONS","210","1.0000073516","true","1.0000073516","0","0","79.8319327731","0","0","12.9638842991","0","0","12.9638842991","79.8319327731","12.9638842991","79.8319327731","95","79.8319327731","0","0","79.8319327731","1","12.9638842991","0.12","0.0114710332","15.427022316","0.0043626683","0.19","0.019486765","0.3866446872","26.3316","0.0114709489","0.3866418448","4","","15.4269089017","1","1.0000073516","LE BERBERE ORG  8P 120G","1.0000073516","","","","","","","","","",""
"0.0000081489","0","0","147.0588235294","0","0","34.21779192","0","0","34.21779192","147.0588235294","34.21779192","147.0588235294","175","147.0588235294","0","0","147.0588235294","1","34.21779192","0.24","0.0291750088","40.7191723849","0.0115151499","0.19","0.0558434364","1.1080119236","47.25","","","0.0002994686","0.0000081489","","1.0000073545","","1.0000073545","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","240","LE BERBERE PORTIONS","211","1.0000073545","true","1.0000073545","0","0","147.0588235294","0","0","34.2180435743","0","0","34.2180435743","147.0588235294","34.2180435743","147.0588235294","175","147.0588235294","0","0","147.0588235294","1","34.2180435743","0.24","0.0291752234","40.7194718535","0.0115152196","0.19","0.0558438471","1.1080200725","47.25","0.0291750088","1.1080119236","4","","40.7191723842","1","1.0000073545","LE BERBERE ORG 16P 240G","1.0000073545","","","","","","","","","",""
"0.0000051753","0","0","201.6806722689","0","0","19.8735019503","0","0","19.8735019503","201.6806722689","19.8735019503","201.6806722689","240","201.6806722689","0","0","201.6806722689","1","19.8735019503","0.36","0.0241999641","23.6494673208","0.0066879346","0.19","0.035474201","0.7038577887","39.635","","","0.0001738895","0.0000051753","","1.0000073528","","1.0000073528","LE BERBERE","PROMASIDOR","SPREAD PORTIONS","360","LE BERBERE PORTIONS","212","1.0000073528","true","1.0000073528","0","0","201.6806722689","0","0","19.8736480759","0","0","19.8736480759","201.6806722689","19.8736480759","201.6806722689","240","201.6806722689","0","0","201.6806722689","1","19.8736480759","0.36","0.024200142","23.6496412104","0.006687975","0.19","0.0354744618","0.703862964","39.635","0.0241999641","0.7038577887","4","","23.6494673208","1","1.0000073528","LE BERBERE ORG 24P 360G","1.0000073528","","","","","","","","","",""
"0.0000087192","0","0","92.4369747899","0","0","36.8267935911","0","0","36.8267935911","92.4369747899","36.8267935911","92.4369747899","110","92.4369747899","0","0","92.4369747899","1","36.8267935911","0.15","0.0427046763","43.8238843735","0.0123931447","0.19","0.0597598423","1.1857188974","46.6345","","","0.0003222605","0.0000087192","","1.0000073535","","1.0000073535","LE BERBERE","PROMASIDOR","SPREAD BARRES","150","LE BERBERE BARRES","213","1.0000073535","true","1.0000073535","0","0","92.4369747899","0","0","36.8270643983","0","0","36.8270643983","92.4369747899","36.8270643983","92.4369747899","110","92.4369747899","0","0","92.4369747899","1","36.8270643983","0.15","0.0427049903","43.824206634","0.0123932197","0.19","0.0597602818","1.1857276166","46.6345","0.0427046763","1.1857188974","4","","43.8238843727","1","1.0000073535","LE BERBERE MON FRMG Nat 150G","1.0000073535","","","","","","","","","",""
"0.0000099569","0","0","168.0672268908","0","0","38.2201788575","0","0","38.2201788575","168.0672268908","38.2201788575","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","38.2201788575","0.3","0.0344067779","45.4820128405","0.012862054","0.19","0.0682230193","1.3536401708","60.3406","","","0.0003345484","0.0000099569","","1.0000073556","","1.0000073556","LE BERBERE","PROMASIDOR","SPREAD BARRES","300","LE BERBERE BARRES","214","1.0000073556","true","1.0000073556","0","0","168.0672268908","0","0","38.2204599907","0","0","38.2204599907","168.0672268908","38.2204599907","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","38.2204599907","0.3","0.034407031","45.4823473889","0.0128621319","0.19","0.0682235211","1.3536501277","60.3406","0.0344067779","1.3536401708","4","","45.482012841","1","1.0000073556","LE BERBERE  300G","1.0000073556","","","","","","","","","",""
"0.0000087137","0","0","315.1260504202","0","0","31.3614749265","0","0","31.3614749265","315.1260504202","31.3614749265","315.1260504202","375","315.1260504202","0","0","315.1260504202","1","31.3614749265","0.6","0.0572340062","37.3201551625","0.0105539272","0.19","0.0597122483","1.1847745645","49.197","","","0.0002744785","0.0000087137","","1.0000073547","","1.0000073547","LE BERBERE","PROMASIDOR","SPREAD BARRES","600","LE BERBERE BARRES","215","1.0000073547","true","1.0000073547","0","0","315.1260504202","0","0","31.3617055807","0","0","31.3617055807","315.1260504202","31.3617055807","315.1260504202","375","315.1260504202","0","0","315.1260504202","1","31.3617055807","0.6","0.0572344271","37.320429641","0.010553991","0.19","0.0597126874","1.1847832782","49.197","0.0572340062","1.1847745645","4","","37.3201551623","1","1.0000073547","LE BERBERE  600G","1.0000073547","","","","","","","","","",""
"0.0000055506","0","0","705.8823529412","0","0","14.9159087087","0","0","14.9159087087","705.8823529412","14.9159087087","705.8823529412","840","705.8823529412","0","0","705.8823529412","1","14.9159087087","1.8","0.1401526852","17.7499313634","0.0050195794","0.19","0.0380355672","0.7546788789","28.2363","","","0.0001305483","0.0000055506","","1.0000073549","","1.0000073549","LE BERBERE","PROMASIDOR","SPREAD BARRES","1800","LE BERBERE BARRES","216","1.0000073549","true","1.0000073549","0","0","705.8823529412","0","0","14.9160184132","0","0","14.9160184132","705.8823529412","14.9160184132","705.8823529412","840","705.8823529412","0","0","705.8823529412","1","14.9160184132","1.8","0.140153716","17.7500619117","0.0050196098","0.19","0.038035847","0.7546844295","28.2363","0.1401526852","0.7546788789","4","","17.7499313628","1","1.0000073549","LE BERBERE  1.8KG","1.0000073549","","","","","","","","","",""
"0.0000038639","0","0","151.2605042017","0","0","16.6721061809","0","0","16.6721061809","151.2605042017","16.6721061809","151.2605042017","180","151.2605042017","0","0","151.2605042017","1","16.6721061809","0.24","0.0044256229","19.8398063553","0.0056105842","0.19","0.0264530751","0.5248660282","12.5721","","","0.0001460557","0.0000038639","","1.0000073618","","1.0000073618","okids","gig","SPREAD PORTIONS","240","OKIDS PORTIONS","217","1.0000073618","true","1.0000073618","0","0","151.2605042017","0","0","16.6722289168","0","0","16.6722289168","151.2605042017","16.6722289168","151.2605042017","180","151.2605042017","0","0","151.2605042017","1","16.6722289168","0.24","0.0044256555","19.839952411","0.0056106182","0.19","0.0264532699","0.5248698921","12.5721","0.0044256229","0.5248660282","4","","19.839806356","1","1.0000073618","OKIDS  16P 240G","1.0000073618","","","","","","","","","",""
"0.0000024761","0","0","252.1008403361","0","0","7.1324954396","0","0","7.1324954396","252.1008403361","7.1324954396","252.1008403361","300","252.1008403361","0","0","252.1008403361","1","7.1324954396","0.6","0.0138976981","8.4876695732","0.0024002646","0.19","0.0169753391","0.3368144833","10.1551","","","0.0000623973","0.0000024761","","1.0000073515","","1.0000073515","okids","gig","SPREAD BARRES","600","OKIDS BARRES","218","1.0000073515","true","1.0000073515","0","0","252.1008403361","0","0","7.1325478743","0","0","7.1325478743","252.1008403361","7.1325478743","252.1008403361","300","252.1008403361","0","0","252.1008403361","1","7.1325478743","0.6","0.0138978003","8.4877319704","0.0024002791","0.19","0.0169754639","0.3368169594","10.1551","0.0138976981","0.3368144833","4","","8.4876695741","1","1.0000073515","OKIDS  600G","1.0000073515","","","","","","","","","",""
"8.08e-7","2.4519912383","48.8624996198","84.0336134454","0","0","3.2625712611","0.035","0.1141899941","3.2625712611","65.0154798739","3.1483812669","62.7399380784","100","65.0154798739","0.2263157895","0.9543575799","13.8774384586","0.2211898654","0.6963900287","0.11","0.0012491961","5.0181453208","0.0014191029","0.19","0.0055199599","0.1095237279","15.6473","1.000007377","true","0.0000370189","8.08e-7","","1.000007377","1.000007377","1.000007377","PICON","GROUPE BEL","SPREAD PORTIONS","110","PICON","219","1.000007377","true","1.000007377","2.4520093267","48.8624996198","84.0336134454","0","0","3.2625953291","0.035","0.1141908365","3.2625953291","65.0154798739","3.1484044926","62.7399380784","100","65.0154798739","0.2263157895","0.9543646202","13.8774384586","0.2211898654","0.6963951659","0.11","0.0012492053","5.0181823397","0.0014191115","0.19","0.0055200006","0.1095245359","15.6473","0.0012491961","0.1095237279","4","1.000007377","5.0181453203","1","1.000007377","PICON  8P 110G","1.000007377","","","","","","","","","",""
"0.0000034385","9.6610785715","90.2185163074","130.2521008403","0","0","11.1755178464","0.035","0.3911431246","11.1755178464","104.3608776815","10.7843747218","100.7082469627","155","104.3608776815","0.1987777778","2.7725698835","10.4897306553","0.1041595994","1.1232961503","0.22","0.01403246","16.5982243986","0.0046938833","0.19","0.0235587701","0.4674389663","30.2356","1.000007356","true","0.000122096","0.0000034385","","1.000007356","1.000007356","1.000007356","PICON","GROUPE BEL","SPREAD PORTIONS","220","PICON","220","1.000007356","true","1.000007356","9.6611496381","90.2185163074","130.2521008403","0","0","11.1756000532","0.035","0.3911460019","11.1756000532","104.3608776815","10.7844540513","100.7082469627","155","104.3608776815","0.1987777778","2.7725902784","10.4897306553","0.1041595994","1.1233044132","0.22","0.0140325632","16.5983464946","0.0046939117","0.19","0.0235589434","0.4674424048","30.2356","0.01403246","0.4674389663","4","1.000007356","16.598224399","1","1.000007356","PICON 16P 200G","1.000007356","","","","","","","","","",""
"0.0000026941","7.5795154211","135.540428072","189.0756302521","0","0","8.5732720612","0.035","0.3000645221","8.5732720612","153.3112475672","8.2732075391","147.9453539024","225","153.3112475672","0.1891538462","1.9999692633","12.4049258304","0.0838480257","0.693692118","0.33","0.0053120634","12.5821571763","0.0035581623","0.19","0.0184538305","0.3661498212","29.7631","1.0000073579","true","0.0000925786","0.0000026941","","1.0000073579","1.0000073579","1.0000073579","PICON","GROUPE BEL","SPREAD PORTIONS","330","PICON","221","1.0000073579","true","1.0000073579","7.5795711906","135.540428072","189.0756302521","0","0","8.5733351428","0.035","0.30006673","8.5733351428","153.3112475672","8.2732684128","147.9453539024","225","153.3112475672","0.1891538462","1.999983979","12.4049258304","0.0838480257","0.6936972222","0.33","0.0053121025","12.5822497549","0.0035581839","0.19","0.0184539663","0.3661525153","29.7631","0.0053120634","0.3661498212","4","1.0000073579","12.5821571753","1","1.0000073579","PICON 24P 330G","1.0000073579","","","","","","","","","",""
"0.0000016237","4.4876401655","176.6630876257","231.0924369748","0","0","4.7711049364","0.035","0.1669886728","4.7711049364","187.8221288613","4.6041162636","181.2483543512","275","187.8221288613","0.1872424242","1.099163245","4.5852667255","0.025298253","0.1164760981","0.44","0.0008812005","6.9856191359","0.0019754933","0.19","0.0111769906","0.2217671345","10","1.0000073218","true","0.0000511472","0.0000016237","","1.0000073218","1.0000073218","1.0000073218","PICON","GROUPE BEL","SPREAD PORTIONS","440","PICON","222","1.0000073218","true","1.0000073218","4.487673023","176.6630876257","231.0924369748","0","0","4.7711398694","0.035","0.1669898954","4.7711398694","187.8221288613","4.604149974","181.2483543512","275","187.8221288613","0.1872424242","1.0991712928","4.5852667255","0.025298253","0.1164769509","0.44","0.000881207","6.985670283","0.0019755052","0.19","0.0111770725","0.2217687582","10","0.0008812005","0.2217671345","4","1.0000073218","6.9856191354","1","1.0000073218","PICON 32P 440G","1.0000073218","","","","","","","","","",""
"0.0000033405","0","0","159.6638655462","0","0","11.4186361068","0","0","11.4186361068","159.6638655462","11.4186361068","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","11.4186361068","0.32","0.0018431683","13.5881769671","0.003842659","0.19","0.0228853507","0.4540773824","19.5957","","","0.0000999629","0.0000033405","","1.0000073566","","1.0000073566","TARTINO","FALAIT","SPREAD PORTIONS","320","TARTINO PORTION","223","1.0000073566","true","1.0000073566","0","0","159.6638655462","0","0","11.4187201093","0","0","11.4187201093","159.6638655462","11.4187201093","159.6638655462","190","159.6638655462","0","0","159.6638655462","1","11.4187201093","0.32","0.0018431819","13.58827693","0.0038426823","0.19","0.022885519","0.4540807229","19.5957","0.0018431683","0.4540773824","4","","13.5881769676","1","1.0000073566","TARTINO 320G","1.0000073566","","","","","","","","","",""
"0.0000020159","0","0","172.268907563","0","0","7.435999911","0","0","7.435999911","172.268907563","7.435999911","172.268907563","205","172.268907563","0","0","172.268907563","1","7.435999911","0.32","0.0026607505","8.8488398941","0.0025024015","0.19","0.0138128232","0.2740657424","23.6453","","","0.0000650887","0.0000020159","","1.0000073556","","1.0000073556","TARTINO","FALAIT","SPREAD PORTIONS","320","TARTINO PORTION","224","1.0000073556","true","1.0000073556","0","0","172.268907563","0","0","7.4360546074","0","0","7.4360546074","172.268907563","7.4360546074","172.268907563","205","172.268907563","0","0","172.268907563","1","7.4360546074","0.32","0.0026607701","8.8489049828","0.0025024166","0.19","0.0138129249","0.2740677583","23.6453","0.0026607505","0.2740657424","4","","8.8488398948","1","1.0000073556","TARTINO GOUDA 320G","1.0000073556","","","","","","","","","",""
"0.0000017649","0","0","168.0672268908","0","0","6.3439783553","0","0","6.3439783553","168.0672268908","6.3439783553","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","6.3439783553","0.32","0.0042212538","7.5493342428","0.0021349087","0.19","0.0120789348","0.239662969","19.2801","","","0.0000555927","0.0000017649","","1.0000073639","","1.0000073639","TARTINO","FALAIT","SPREAD BARRES","320","TARTINO BARRES","225","1.0000073639","true","1.0000073639","0","0","168.0672268908","0","0","6.3440250719","0","0","6.3440250719","168.0672268908","6.3440250719","168.0672268908","200","168.0672268908","0","0","168.0672268908","1","6.3440250719","0.32","0.0042212849","7.5493898355","0.0021349216","0.19","0.0120790237","0.2396647339","19.2801","0.0042212538","0.239662969","4","","7.5493342443","1","1.0000073639","TARTINO FRMG Rouge 320G","1.0000073639","","","","","","","","","",""
"0.0000264355","0","0","134.4537815126","0","0","110.7488452058","0","0","110.7488452058","134.4537815126","110.7488452058","134.4537815126","160","134.4537815126","0","0","134.4537815126","1","110.7488452058","0.22","0.012293643","131.7911257949","0.0372697792","0.19","0.181212798","3.5955154939","57.5275","","","0.0009689752","0.0000264355","","1.0000073524","","1.0000073524","TARTINO","FALAIT","SPREAD SLICES","220","TARTINO SLICES","226","1.0000073524","true","1.0000073524","0","0","134.4537815126","0","0","110.7496594706","0","0","110.7496594706","134.4537815126","110.7496594706","134.4537815126","160","134.4537815126","0","0","134.4537815126","1","110.7496594706","0.22","0.0122937334","131.79209477","0.0372700047","0.19","0.1812141303","3.5955419294","57.5275","0.012293643","3.5955154939","4","","131.7911257944","1","1.0000073524","TARTINO JUNIOR 16P 220G","1.0000073524","","","","","","","","","",""
